0	279.291	-129.291
1	299.215	-123.405
2	324.627	-114.107
3	369.86	-122.851
4	404.703	-118.534
5	423.187	-100.528
6	487.41	-121.918
7	532.277	-128.951
8	577.679	-131.263
9	618.623	-129.117
10	660.566	-126.919
11	705.968	-129.232
12	737.995	-118.169
13	783.397	-120.482
14	855.225	-107.809
15	897.578	-114.431
16	933.573	-115.059
17	980.025	-120.25
18	1011.1	-112.032
19	1057.55	-117.223
20	1094.09	-113.48
21	1126.17	-105.279
22	1176.08	-114.911
23	1213.61	-111.186
24	1276.9	-134.193
25	1308.97	-125.992
26	1341.05	-117.791
27	1373.13	-109.59
28	1428.5	-123.698
29	1478.41	-133.33
30	1500.11	-111.806
31	1554.48	-125.897
32	1585.1	-113.29
33	1636.01	-122.939
34	1681.46	-128.113
35	1709.08	-115.454
36	1754.53	-120.628
37	1796.52	-121.361
38	1824.14	-108.701
39	1855.94	-95.429
40	1640.51	154.173
41	1865.46	127.012
42	1865.42	126.012
43	1914.73	169.739
44	1864.44	194.295
45	1899.76	241.731
46	1835.67	262.323
47	1817.36	297.406
48	1854.64	341.424
49	1884.19	384.116
50	1867.1	463.241
51	1870.76	505.081
52	1862.01	543.24
53	1871.75	585.427
54	1863	623.585
55	1866.43	702.815
56	1865.41	744.468
57	1881.61	824.609
58	1862.2	858.547
59	2119.53	952.307
60	1889.24	942.079
61	1835.42	966.844
62	1875.57	1010.34
63	1563.94	995.52
64	2119.23	1048.1
65	2119.23	1048.1
66	2120.06	1077.94
67	1857.9	1058.37
68	1856.76	1096.31
69	1850.83	1131.78
70	2045.28	1210.97
71	2058.01	1253.54
72	1847.54	1246.86
73	1836.12	1281.12
74	1844.18	1320.52
75	2000.91	1391.43
76	1877.59	1401.02
77	1867.84	1438.76
78	2035.43	1514.02
79	1887.25	1520.77
80	1793.97	1536.91
81	1832.29	1585.89
82	1801.49	1616.18
83	1808.95	1658.52
84	1785.63	1694.24
85	1746.08	1721.6
86	1515.6	1822.22
87	1692.96	1515.54
88	1528.61	1814.75
89	1529.49	1814.28
90	1503.51	1821.56
91	1469.71	1824.97
92	1222.34	1750.9
93	1191.39	1741.59
94	1164.84	1716.3
95	998.402	1705.71
96	963.282	1703.39
97	918.579	1706.93
98	882.667	1704.42
99	841.767	1701.56
100	800.866	1698.7
101	763.751	1690.8
102	729.422	1677.78
103	684.738	1679.96
104	632.689	1690.33
105	605.067	1676.56
106	556.523	1688.08
107	519.332	1684.47
108	489.845	1666.41
109	261.909	1913.8
110	338.535	1752.47
111	198.775	1876.47
112	300.858	1688.3
113	269.641	1682.29
114	243.834	1662.04
115	106.082	1792.89
116	71.0545	1784.66
117	36.1959	1774.53
118	77.7046	1667.71
119	39.0842	1673.13
120	-4.48762	1679.26
121	-29.9505	1664.79
122	-78.1206	1680.58
123	-112.143	1676.34
124	-141.39	1666.92
125	-189.883	1678.36
126	-234.166	1684.19
127	-250.8	1653.35
128	-278.785	1626.86
129	-304.201	1602.44
130	-171.864	1355.37
131	-281.855	1406.23
132	-281.855	1406.23
133	-310.966	1378.7
134	-354.251	1341.52
135	-351.113	1305.66
136	-328.588	1265.2
137	-356.456	1222.06
138	-327.73	1183.05
139	-336.733	1141.29
140	-333.072	1099.45
141	-316.923	1059.52
142	-319.637	1018.22
143	-303.488	978.295
144	-306.115	935.995
145	-296.254	895.611
146	-287.666	855.576
147	-251.725	711.303
148	-262.941	671.406
149	-242.645	631.811
150	-228.638	591.756
151	-227.172	549.782
152	-232.029	508.347
153	-225.549	467.917
154	-214.984	432.499
155	-104.067	47.2796
156	-204.538	361.389
157	-200.461	322.603
158	-183.599	282.747
159	-162.435	243.632
160	-303.299	198.046
161	-159.532	169.544
162	-153.825	128.943
163	-143.846	89.2317
164	-202.817	48.606
165	-151.972	12.5496
166	-132.623	-24.9381
167	-125.504	-65.3152
168	-99.5196	-104.313
169	-79.8237	-143.77
